	SubjectID1	SubjectID2	Group1	Group2	Distance
148	L1S281	L5S174	No	No	1.0
149	L1S281	L5S203	No	No	0.9891304347826086
150	L1S281	L5S222	No	No	1.0
151	L1S281	L1S208	No	No	0.43333333333333335
152	L1S281	L1S257	No	No	0.358974358974359
153	L2S309	L1S57	No	No	0.9626168224299065
154	L2S309	L1S76	No	No	0.96875
155	L2S309	L1S105	No	No	0.9702970297029703
156	L2S309	L2S155	No	No	0.8067226890756303
157	L2S309	L2S175	No	No	0.7767857142857143
158	L2S309	L2S204	No	No	0.7663551401869159
159	L2S309	L2S222	No	No	0.8387096774193549
160	L2S309	L3S294	No	No	0.8181818181818182
161	L2S309	L3S313	No	No	0.8072289156626506
162	L2S309	L3S341	No	No	0.8024691358024691
163	L2S309	L3S360	No	No	0.8314606741573034
164	L2S309	L5S155	No	No	0.9285714285714286
165	L2S309	L5S174	No	No	0.948051948051948
166	L2S309	L5S203	No	No	0.9066666666666666
167	L2S309	L5S222	No	No	0.9166666666666666
168	L2S309	L1S208	No	No	0.96
169	L2S309	L1S257	No	No	0.9459459459459459
170	L2S309	L1S281	No	No	0.956140350877193
171	L2S357	L1S57	No	No	0.97
172	L2S357	L1S76	No	No	0.9659090909090909
173	L2S357	L1S105	No	No	0.967741935483871
174	L2S357	L2S155	No	No	0.7818181818181819
175	L2S357	L2S175	No	No	0.794392523364486
176	L2S357	L2S204	No	No	0.7722772277227723
177	L2S357	L2S222	No	No	0.8609271523178808
178	L2S357	L3S294	No	No	0.7794117647058824
179	L2S357	L3S313	No	No	0.7534246575342466
180	L2S357	L3S341	No	No	0.7464788732394366
181	L2S357	L3S360	No	No	0.8837209302325582
182	L2S357	L5S155	No	No	0.9016393442622951
183	L2S357	L5S174	No	No	0.9104477611940298
184	L2S357	L5S203	No	No	0.8615384615384616
185	L2S357	L5S222	No	No	0.8709677419354839
186	L2S357	L1S208	No	No	0.9747899159663865
187	L2S357	L1S257	No	No	0.9716981132075472
188	L2S357	L1S281	No	No	0.981651376146789
189	L2S357	L2S309	No	No	0.7341772151898734
190	L2S382	L1S57	No	No	1.0
191	L2S382	L1S76	No	No	1.0
192	L2S382	L1S105	No	No	0.9938650306748467
193	L2S382	L2S155	No	No	0.8457142857142858
194	L2S382	L2S175	No	No	0.8411764705882353
195	L2S382	L2S204	No	No	0.9273743016759777
196	L2S382	L2S222	No	No	0.9090909090909091
197	L2S382	L3S294	No	No	0.8814814814814815
198	L2S382	L3S313	No	No	0.8561151079136691
199	L2S382	L3S341	No	No	0.9246575342465754
200	L2S382	L3S360	No	No	0.935064935064935
201	L2S382	L5S155	No	No	0.9285714285714286
202	L2S382	L5S174	No	No	0.9318181818181818
203	L2S382	L5S203	No	No	0.8992248062015504
204	L2S382	L5S222	No	No	0.9302325581395349
205	L2S382	L1S208	No	No	0.9947089947089947
206	L2S382	L1S257	No	No	0.9943181818181818
207	L2S382	L1S281	No	No	1.0
208	L2S382	L2S309	No	No	0.8874172185430463
209	L2S382	L2S357	No	No	0.8652482269503546
210	L4S63	L1S57	No	No	1.0
211	L4S63	L1S76	No	No	1.0
212	L4S63	L1S105	No	No	0.9898477157360406
213	L4S63	L2S155	No	No	0.7846153846153846
214	L4S63	L2S175	No	No	0.7979274611398963
215	L4S63	L2S204	No	No	0.772972972972973
216	L4S63	L2S222	No	No	0.7442922374429224
217	L4S63	L3S294	No	No	0.8795180722891566
218	L4S63	L3S313	No	No	0.8383233532934131
219	L4S63	L3S341	No	No	0.8502994011976048
220	L4S63	L3S360	No	No	0.8563218390804598
221	L4S63	L5S155	No	No	0.9440993788819876
222	L4S63	L5S174	No	No	0.9461077844311377
223	L4S63	L5S203	No	No	0.9272727272727272
224	L4S63	L5S222	No	No	0.9320987654320988
225	L4S63	L1S208	No	No	0.9955357142857143
226	L4S63	L1S257	No	No	0.995260663507109
227	L4S63	L1S281	No	No	1.0
228	L4S63	L2S309	No	No	0.7771084337349398
229	L4S63	L2S357	No	No	0.7888198757763976
230	L4S63	L2S382	No	No	0.8949579831932774
231	L4S112	L1S57	No	No	0.9880239520958084
232	L4S112	L1S76	No	No	0.9870967741935484
233	L4S112	L1S105	No	No	0.9811320754716981
234	L4S112	L2S155	No	No	0.7654320987654321
235	L4S112	L2S175	No	No	0.7254901960784313
236	L4S112	L2S204	No	No	0.7898089171974523
237	L4S112	L2S222	No	No	0.797979797979798
238	L4S112	L3S294	No	No	0.8538461538461538
239	L4S112	L3S313	No	No	0.8015267175572519
240	L4S112	L3S341	No	No	0.7698412698412699
241	L4S112	L3S360	No	No	0.8671328671328671
242	L4S112	L5S155	No	No	0.9186991869918699
243	L4S112	L5S174	No	No	0.9140625
244	L4S112	L5S203	No	No	0.88
245	L4S112	L5S222	No	No	0.9032258064516129
246	L4S112	L1S208	No	No	0.989247311827957
247	L4S112	L1S257	No	No	0.9884393063583815
248	L4S112	L1S281	No	No	0.9943181818181818
